aeronave,modelo_sessao_codigo,modelo_sessao_nome,finalidade,ordem,manobra_codigo,manobra_nome,categoria,tipo_conteudo,aplicabilidade,referencia_pto,referencia_normativa
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,5,INST-E01-05,Técnica de instrução,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,6,INST-E01-06,Procedimentos normais,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,7,INST-E01-07,Condução normal,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,8,INST-E01-08,Aproximação e pouso,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,9,INST-E01-09,Debriefing do bloco normal,INSTRUTOR-PRATICO,BRIEFING,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,10,INST-E01-10,Seleção da anormalidade,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,11,INST-E01-11,Diagnóstico,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,12,INST-E01-12,Ações imediatas,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,13,INST-E01-13,ECL/QRH coordenada,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,14,INST-E01-14,Degradação de automação,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,15,INST-E01-15,Falha específica,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,16,INST-E01-16,Identificação dos erros,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,17,INST-E01-17,Intervenção oportuna,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E01,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INSTRUTOR,18,INST-E01-18,Treinamento corretivo,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,1,INST-E02-01,Briefing de risco,INSTRUTOR-PRATICO,BRIEFING,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,2,INST-E02-02,Falha de motor,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,3,INST-E02-03,Decolagem rejeitada/continuada,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,4,INST-E02-04,Potência e limitações OEI,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,5,INST-E02-05,Condução OEI,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,6,INST-E02-06,Aproximação OEI,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,7,INST-E02-07,Pouso de emergência,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,8,INST-E02-08,Intervenção pelos assentos,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,9,INST-E02-09,Consequências da intervenção,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,10,INST-E02-10,Operação da estação,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,11,INST-E02-11,Recuperação de cenário,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,12,INST-E02-12,Sequenciamento de panes,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,13,INST-E02-13,Condução no assento aplicável,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,14,INST-E02-14,Monitoramento do aluno,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,15,INST-E02-15,Progressão incompatível,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,16,INST-E02-16,Ação corretiva,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,17,INST-E02-17,Instrução integrada,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
UNIVERSAL,INST-E02,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INSTRUTOR,18,INST-E02-18,Avaliação final,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,1,S76-CKL-01,Checklist e preparação noturna,PROCEDIMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,2,S76-ACI-01,Procedimentos Normais VFR,ACIONAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,3,S76-HOV-01,Controle Geral VFR – Hover & Táxi,HOVER,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,4,S76-TRE-01F,Decolagem normal noturna,TREINAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,5,S76-TRE-01V,Subida controlada noturna,TREINAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,6,S76-NTR-01,Voo Noturno NDL (Circuito Padrão),NOTURNO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,7,S76-LFT-33,Black Hole Effect — Correção e Recuperação (SK76),Gestão de Falhas e Emergências (EME),EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,8,S76-ELE-04,Falha em um gerador DC,ELETRICO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,9,S76-ELE-02,Falha de alimentação – feeder / bateria no nariz,ELETRICO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,10,S76-PWP-09,Vazão de combustível fora da faixa normal,POWERPLANT,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,11,S76-PWP-16,Falha de motor durante o cruzeiro,POWERPLANT,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,12,S76-CKL-03,Aplicação do ECL para falha de motor,PROCEDIMENTO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,13,S76-EME-01,Perfil OEI noturno,EMERGENCIA,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,14,S76-TRE-01,Aproximação normal visual noturna,TREINAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,15,S76-TRE-01A,Arremetida noturna,TREINAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,16,S76-POU-70,Autorotação,POUSO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,17,S76-TRE-01P,Pouso normal noturno,TREINAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-01,Treinamento Noturno Onshore,NOTURNO,18,S76-TRE-01I,Encerramento pós-voo noturno,TREINAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,1,S76-CKL-01,Checklist e preparação noturna,PROCEDIMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,2,S76-DEC-01,Decolagem Classe 2 – Helideck (TDP),DECOLAGEM,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,3,S76-HOV-01,Controle Geral VFR – Hover & Táxi,HOVER,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,4,S76-ACI-01,Procedimentos Normais VFR,ACIONAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,5,S76-TRE-01R,Controle de potência e torque,TREINAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,6,S76-LFT-33,Black Hole Effect — Correção e Recuperação (SK76),Gestão de Falhas e Emergências (EME),EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,7,S76-OFF-34,Pouso sem Iluminação de Helideck — Falha de Iluminação (SK76),Gestão de Falhas e Emergências (EME),EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,8,S76-PWP-16,Falha de motor durante o cruzeiro,POWERPLANT,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,9,S76-CKL-03,Aplicação do ECL para falha de motor,PROCEDIMENTO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,10,S76-EME-01,Perfil OEI noturno,EMERGENCIA,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,11,S76-CRZ-20A,Crossfeed Total após Falha de Motor,CRUZEIRO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,12,S76-ELE-04,Falha em um gerador DC,ELETRICO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,13,S76-POU-01B,Pouso Classe 2 – Helideck (Committal Point),POUSO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,14,S76-POU-01,Aproximação offshore a Unidade Marítima,POUSO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,15,S76-POU-01A,Arremetida offshore,POUSO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,16,S76-VOO-04,Autorrotação para a água,VOO_BASICO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,17,S76-APR-71,Ditching com Potência,APROXIMACAO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-NOT-02,Treinamento Noturno Offshore,NOTURNO,18,S76-TRE-01J,Flutuabilidade e evacuação aquática,TREINAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,1,S76-ACI-01,Procedimentos Normais VFR,ACIONAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,2,S76-PAR-01,Partida Quente (Hot Start),PARTIDA,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,3,S76-PAR-02,Falha na Partida (Engine Start Failure),PARTIDA,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,4,S76-SOL-08,Fogo no Compartimento do Motor no Solo,SOLO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,5,S76-SOL-09,Fogo Interno no Motor após Desligamento,SOLO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,6,S76-HOV-01,Controle Geral VFR – Hover & Táxi,HOVER,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,7,S76-HOV-38,Falha do Rotor de Cauda no Hover,HOVER,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,8,S76-DEC-01,Decolagem Classe 2 – Helideck (TDP),DECOLAGEM,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,9,S76-DEC-14,Falha de Motor – Decolagem Abortada,DECOLAGEM,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,10,S76-DEC-15,Falha de Motor – Decolagem Continuada,DECOLAGEM,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,11,S76-SUB-01,Disparo de NR (NR Overspeed),SUBIDA,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,12,S76-SUB-02,Queda de NR (NR Low),SUBIDA,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,13,S76-CRZ-01,Estol de Compressor (Compressor Stall),CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,14,S76-CRZ-02,Vibração do Rotor Principal,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,15,S76-CRZ-33A,Pressão de Óleo da MGB 40–45 PSI,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,16,S76-CRZ-42,Luz do Sistema Servo Simples,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
SK76,S76-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,17,S76-CRZ-32,Luz de Cautela do Filtro de Combustível,CRUZEIRO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
