codigo,nome,tipo,tipo_compatibilidade,codigo_icao,latitude_dms,longitude_dms,latitude_decimal,longitude_decimal,elevacao_ft,declinacao_magnetica_graus,declinacao_magnetica_direcao,coordenada_valida,permite_origem_destino,revisao_pendente,classificacao_origem,fonte_pagina
SIQD,"TERENOS / Faz. Estância Regina, MS",aeroporto,aeroporto,SIQD,20º38'27''S,054º47'26''W,-20.640833333333333,-54.79055555555556,1969,17,W,1,1,0,INFERIDA_DESCRICAO,29
SIQE,"BRASÍLIA / Botelho, DF",aeroporto,aeroporto,SIQE,15º56'30''S,047º43'13''W,-15.941666666666666,-47.72027777777778,3399,21,W,1,1,0,INFERIDA_DESCRICAO,29
SIQF,"GOVERNADOR CELSO RAMOS / HELPN Recanto das Marés, SC",heliponto,heliponto,SIQF,27º23'09''S,048º31'49''W,-27.385833333333334,-48.530277777777776,181,19,W,1,1,0,INFERIDA_DESCRICAO,29
SIQG,"NOVA CANAÃ DO NORTE / Faz. Morro Alto, MT",aeroporto,aeroporto,SIQG,10º30'22''S,055º42'38''W,-10.50611111111111,-55.71055555555556,958,18,W,1,1,0,INFERIDA_DESCRICAO,29
SIQH,"SÃO PAULO / HELPN Universidade Mogi das Cruzes, SP",heliponto,heliponto,SIQH,23º31'39''S,046º44'04''W,-23.5275,-46.73444444444444,2419,21,W,1,1,0,INFERIDA_DESCRICAO,29
SIQI,"PALMARES DO SUL / Aerolis, RS",aeroporto,aeroporto,SIQI,30º32'32''S,050º28'15''W,-30.542222222222225,-50.47083333333334,20,17,W,1,1,0,INFERIDA_DESCRICAO,29
SIQJ,"CHAPADA DOS GUIMARÃES / Morro do Chapéu II, MT",aeroporto,aeroporto,SIQJ,14º57'28''S,055º48'04''W,-14.957777777777777,-55.801111111111105,989,17,W,1,1,0,INFERIDA_DESCRICAO,29
SIQK,"NOVA ODESSA / Rodrigues, SP",aeroporto,aeroporto,SIQK,22º46'31''S,047º20'51''W,-22.775277777777777,-47.347500000000004,1910,21,W,1,1,0,INFERIDA_DESCRICAO,29
SIQL,"JARAGUÁ DO SUL / HELPN Duas Rodas, SC",heliponto,heliponto,SIQL,26º29'00''S,049º03'51''W,-26.483333333333334,-49.064166666666665,79,19,W,1,1,0,INFERIDA_DESCRICAO,29
SIQM,"PORTEIRÃO / Faz. Bom Jardim, GO",aeroporto,aeroporto,SIQM,17º54'01''S,050º07'25''W,-17.900277777777777,-50.12361111111111,1693,20,W,1,1,0,INFERIDA_DESCRICAO,29
SIQN,"SÃO JOSÉ DO XINGU / Faz. Flor da Mata, MT",aeroporto,aeroporto,SIQN,10º43'00''S,052º48'07''W,-10.716666666666667,-52.801944444444445,1264,19,W,1,1,0,INFERIDA_DESCRICAO,29
SIQP,"MOGI DAS CRUZES / HELPN Chimical, SP",heliponto,heliponto,SIQP,23º34'58''S,046º10'08''W,-23.58277777777778,-46.16888888888889,2576,21,W,1,1,0,INFERIDA_DESCRICAO,29
SIQQ,"BOM JESUS / Aero Resende, GO",aeroporto,aeroporto,SIQQ,18º08'01''S,049º47'46''W,-18.13361111111111,-49.79611111111111,6825,20,W,1,1,0,INFERIDA_DESCRICAO,29
SIQR,"BONÓPOLIS / Faz. Triângulo, GO",aeroporto,aeroporto,SIQR,13º34'55''S,049º49'14''W,-13.581944444444444,-49.82055555555556,804,21,W,1,1,0,INFERIDA_DESCRICAO,29
SIQS,"PORTO ESTRELA / Faz. Terra do Sol, MT",aeroporto,aeroporto,SIQS,15º22'35''S,057º07'47''W,-15.37638888888889,-57.12972222222222,722,16,W,1,1,0,INFERIDA_DESCRICAO,29
SIQT,"RIO DE JANEIRO / HELPN Minerva, RJ",heliponto,heliponto,SIQT,22º51'58''S,043º12'51''W,-22.866111111111113,-43.21416666666667,8,23,W,1,1,0,INFERIDA_DESCRICAO,29
SIQU,"APARECIDA DO TABOADO / Alcoolvare, MS",aeroporto,aeroporto,SIQU,20º05'11''S,051º18'32''W,-20.086388888888887,-51.30888888888889,1280,19,W,1,1,0,INFERIDA_DESCRICAO,29
SIQV,"SAPEZAL / Faz. Sol Aberto, MT",aeroporto,aeroporto,SIQV,12º53'42''S,058º34'48''W,-12.895,-58.580000000000005,1687,16,W,1,1,0,INFERIDA_DESCRICAO,29
SIQW,"PORTO ESPERIDIÃO / Faz. Santa Maria do Jauru, MT",aeroporto,aeroporto,SIQW,15º48'59''S,058º33'11''W,-15.81638888888889,-58.55305555555555,755,15,W,1,1,0,INFERIDA_DESCRICAO,29
SIQX,"PORTO ESTRELA / Faz. Barranquinho, MT",aeroporto,aeroporto,SIQX,15º38'12''S,057º28'05''W,-15.636666666666667,-57.46805555555556,558,16,W,1,1,0,INFERIDA_DESCRICAO,29
SIQY,"SORRISO / Faz. Amizade, MT",aeroporto,aeroporto,SIQY,12º37'41''S,055º56'42''W,-12.628055555555555,-55.94499999999999,1264,18,W,1,1,0,INFERIDA_DESCRICAO,29
SIQZ,"BURITIS / Faz Carolina, MG",aeroporto,aeroporto,SIQZ,15º38'57''S,046º26'35''W,-15.649166666666666,-46.44305555555555,1871,22,W,1,1,0,INFERIDA_DESCRICAO,29
SIRA,"SORRISO / Faz. Magiana, MT",aeroporto,aeroporto,SIRA,12º23'19''S,055º14'34''W,-12.38861111111111,-55.24277777777778,1575,18,W,1,1,0,INFERIDA_DESCRICAO,29
SIRB,"RIO BRILHANTE / Faz. Mimoso, MS",aeroporto,aeroporto,SIRB,21º46'16''S,054º22'54''W,-21.77111111111111,-54.38166666666667,1476,17,W,1,1,0,INFERIDA_DESCRICAO,29
SIRC,"PEIXOTO DE AZEVEDO / Faz. Jarinã, MT",aeroporto,aeroporto,SIRC,10º19'31''S,053º35'07''W,-10.325277777777778,-53.58527777777778,1083,19,W,1,1,0,INFERIDA_DESCRICAO,29
SIRE,"SÃO DOMINGOS / Faz. Rancho Estrela IV, GO",aeroporto,aeroporto,SIRE,13º39'07''S,046º32'29''W,-13.651944444444444,-46.54138888888889,2549,22,W,1,1,0,INFERIDA_DESCRICAO,29
SIRF,"RIO FORMOSO / José Múcio Monteiro, PE",aeroporto,aeroporto,SIRF,08º37'52''S,035º16'18''W,-8.631111111111112,-35.27166666666667,479,22,W,1,1,0,INFERIDA_DESCRICAO,29
SIRH,"COXIM / Faz. Morada da Lua, MS",aeroporto,aeroporto,SIRH,18º16'02''S,054º18'49''W,-18.26722222222222,-54.31361111111111,1451,18,W,1,1,0,INFERIDA_DESCRICAO,29
SIRI,"MARAÚ / Barra Grande, BA",aeroporto,aeroporto,SIRI,13º54'13''S,038º56'09''W,-13.903611111111111,-38.93583333333333,23,24,W,1,1,0,INFERIDA_DESCRICAO,29
SIRJ,"ITAITUBA / CAIMA, PA",aeroporto,aeroporto,SIRJ,04º18'14''S,056º13'09''W,-4.303888888888888,-56.219166666666666,115,18,W,1,1,0,INFERIDA_DESCRICAO,29
SIRL,"CONCEIÇÃO DAS ALAGOAS / HELPN Virginia Lyra, MG",heliponto,heliponto,SIRL,19º58'55''S,048º15'53''W,-19.981944444444444,-48.264722222222225,1936,21,W,1,1,0,INFERIDA_DESCRICAO,29
SIRN,"NOVA XAVANTINA / Faz. Jaó, MT",aeroporto,aeroporto,SIRN,14º45'30''S,051º59'23''W,-14.758333333333333,-51.98972222222222,854,20,W,1,1,0,INFERIDA_DESCRICAO,29
SIRP,"RECIFE / HELPN Frei Caneca, PE",heliponto,heliponto,SIRP,08º03'27''S,034º52'17''W,-8.057500000000001,-34.87138888888889,270,22,W,1,1,0,INFERIDA_DESCRICAO,29
SIRQ,"CHUPINGUAIA / Faz. Maranata, RO",aeroporto,aeroporto,SIRQ,12º46'26''S,060º52'10''W,-12.773888888888889,-60.86944444444445,1000,14,W,1,1,0,INFERIDA_DESCRICAO,29
SIRR,"PARANAÍTA / Lagoa dos Coqueiros, MT",aeroporto,aeroporto,SIRR,09º14'08''S,056º59'16''W,-9.235555555555555,-56.98777777777778,1280,17,W,1,1,0,INFERIDA_DESCRICAO,29
SIRS,"CAMPO FLORIDO / Faz. São Sebastião, MG",aeroporto,aeroporto,SIRS,19º38'33''S,048º47'22''W,-19.6425,-48.78944444444444,2461,21,W,1,1,0,INFERIDA_DESCRICAO,29
SIRT,"SÃO JOSÉ DO RIO CLARO / Marca de Casco, MT",aeroporto,aeroporto,SIRT,13º43'39''S,057º01'18''W,-13.727500000000001,-57.02166666666667,1060,17,W,1,1,0,INFERIDA_DESCRICAO,29
SIRU,"PEDRA PRETA / Faz. Bahia, MT",aeroporto,aeroporto,SIRU,16º55'17''S,054º04'27''W,-16.92138888888889,-54.07416666666667,6234,18,W,1,1,0,INFERIDA_DESCRICAO,29
SIRV,"PORTO ESPERIDIÃO / Faz. Morro Branco, MT",aeroporto,aeroporto,SIRV,16º07'05''S,058º45'57''W,-16.118055555555557,-58.76583333333333,400,15,W,1,1,0,INFERIDA_DESCRICAO,29
SIRX,"ANGRA DOS REIS / HELPN Vila Velha, RJ",heliponto,heliponto,SIRX,23º01'28''S,044º20'34''W,-23.024444444444445,-44.34277777777778,79,22,W,1,1,0,INFERIDA_DESCRICAO,29
SIRY,"SÃO PAULO / HELPN Hiper - Bergamini, SP",heliponto,heliponto,SIRY,23º27'55''S,046º34'56''W,-23.46527777777778,-46.58222222222223,2481,21,W,1,1,0,INFERIDA_DESCRICAO,29
SIRZ,"SÃO PAULO / HELPN Condomínio Faria Lima Pinheiros, SP",heliponto,heliponto,SIRZ,23º34'09''S,046º41'28''W,-23.569166666666668,-46.691111111111105,2714,21,W,1,1,0,INFERIDA_DESCRICAO,29
SISA,"SÃO CARLOS / HELPN Transpel, SP",heliponto,heliponto,SISA,22º00'09''S,047º52'08''W,-22.0025,-47.86888888888889,2890,21,W,1,1,0,INFERIDA_DESCRICAO,29
SISB,"SÃO FÉLIX DO ARAGUAIA / Faz. Eldorada - Agropecuária Peleana S/A, MT",aeroporto,aeroporto,SISB,12º09'15''S,051º41'13''W,-12.154166666666667,-51.68694444444444,1108,20,W,1,1,0,INFERIDA_DESCRICAO,29
SISC,"DELTA / HELPN Senador Carlos Lyra, MG",heliponto,heliponto,SISC,19º57'25''S,047º46'07''W,-19.956944444444442,-47.76861111111111,1968,21,W,1,1,0,INFERIDA_DESCRICAO,29
SISD,"APARECIDA DO RIO DOCE / Faz. São Sebastião, GO",aeroporto,aeroporto,SISD,18º08'53''S,051º16'18''W,-18.148055555555555,-51.27166666666667,1982,20,W,1,1,0,INFERIDA_DESCRICAO,29
SISE,"SÃO FÉLIX DO ARAGUAIA / Faz. Kanaxuê, MT",aeroporto,aeroporto,SISE,12º00'57''S,050º52'00''W,-12.015833333333333,-50.86666666666667,650,20,W,1,1,0,INFERIDA_DESCRICAO,29
SISF,"BONITO / Faz. Santa Feliciana , MS",aeroporto,aeroporto,SISF,20º56'28''S,056º40'24''W,-20.941111111111113,-56.67333333333333,2198,16,W,1,1,0,INFERIDA_DESCRICAO,29
SISH,"FORTALEZA / HELPN Vega, CE",heliponto,heliponto,SISH,03º43'12''S,038º32'32''W,-3.72,-38.54222222222222,33,21,W,1,1,0,INFERIDA_DESCRICAO,29
SISI,"ACREÚNA / Faz. Sete Ilhas, GO",aeroporto,aeroporto,SISI,17º38'03''S,050º28'14''W,-17.634166666666665,-50.470555555555556,1720,20,W,1,1,0,INFERIDA_DESCRICAO,29
SISJ,"CORUMBÁ / Faz. São José do Piquiri, MS",aeroporto,aeroporto,SISJ,17º27'15''S,055º33'33''W,-17.454166666666666,-55.55916666666666,427,17,W,1,1,0,INFERIDA_DESCRICAO,29
SISK,"SENADOR JOSÉ PORFÍRIO / Cedrolândia, PA",aeroporto,aeroporto,SISK,02º32'20''S,051º56'48''W,-2.5388888888888888,-51.946666666666665,115,19,W,1,1,0,INFERIDA_DESCRICAO,30
SISL,"BARÃO DE MELGAÇO / Faz. Santa Lucia, MT",aeroporto,aeroporto,SISL,16º53'39''S,055º54'26''W,-16.894166666666667,-55.907222222222224,509,17,W,1,1,0,INFERIDA_DESCRICAO,30
SISN,"SONORA / Faz. Nossa Senhora Aparecida, MS",aeroporto,aeroporto,SISN,17º32'42''S,053º53'38''W,-17.545,-53.89388888888889,2001,18,W,1,1,0,INFERIDA_DESCRICAO,30
SISO,"CHAVES / Faz. Santo Ambrósio, PA",aeroporto,aeroporto,SISO,00º05'30''S,049º34'50''W,-0.09166666666666666,-49.580555555555556,20,20,W,1,1,0,INFERIDA_DESCRICAO,30
SISP,"IPIGUÁ / Santa Paula, SP",aeroporto,aeroporto,SISP,20º42'14''S,049º23'29''W,-20.703888888888887,-49.39138888888889,1860,20,W,1,1,0,INFERIDA_DESCRICAO,30
SISQ,"JOINVILLE / HELPN Tino, SC",heliponto,heliponto,SISQ,26º18'23''S,048º56'00''W,-26.30638888888889,-48.93333333333333,53,19,W,1,1,0,INFERIDA_DESCRICAO,30
SISR,"SÃO PAULO / HELPN Brigadeiro, SP",heliponto,heliponto,SISR,23º35'02''S,046º40'10''W,-23.583888888888886,-46.669444444444444,2523,21,W,1,1,0,INFERIDA_DESCRICAO,30
SISU,"SANTA RITA DO PARDO / Faz. Pontal do Lagoa, MS",aeroporto,aeroporto,SISU,20º52'12''S,053º09'18''W,-20.87,-53.155,1264,18,W,1,1,0,INFERIDA_DESCRICAO,30
SISX,"AQUIDAUANA / Santa Terezinha, MS",aeroporto,aeroporto,SISX,19º22'38''S,056º03'22''W,-19.377222222222223,-56.05611111111111,361,17,W,1,1,0,INFERIDA_DESCRICAO,30
SISY,"PIRAQUARA / Piraquara, PR",aeroporto,aeroporto,SISY,25º27'05''S,049º08'38''W,-25.45138888888889,-49.14388888888889,3212,19,W,1,1,0,INFERIDA_DESCRICAO,30
SISZ,"ITAITUBA / Santa Felicidade, PA",aeroporto,aeroporto,SISZ,05º34'33''S,056º38'23''W,-5.575833333333333,-56.63972222222222,821,17,W,1,1,0,INFERIDA_DESCRICAO,30
SITA,"ITAITUBA / Nossa Senhora da Conceição, PA",aeroporto,aeroporto,SITA,07º13'13''S,056º09'59''W,-7.220277777777778,-56.16638888888889,958,18,W,1,1,0,INFERIDA_DESCRICAO,30
SITB,"NAVIRAÍ / Faz. Touro Branco, MS",aeroporto,aeroporto,SITB,23º00'51''S,053º47'15''W,-23.014166666666668,-53.7875,951,17,W,1,1,0,INFERIDA_DESCRICAO,30
SITC,"TABAPORÃ / Carmine Castaldo, MT",aeroporto,aeroporto,SITC,11º18'08''S,056º50'12''W,-11.302222222222223,-56.836666666666666,1889,17,W,1,1,0,INFERIDA_DESCRICAO,30
SITE,"SÃO PAULO / HELPN Telefônica, SP",heliponto,heliponto,SITE,23º33'32''S,046º38'31''W,-23.55888888888889,-46.64194444444444,2976,21,W,1,1,0,INFERIDA_DESCRICAO,30
SITF,"PACARAIMA / Faz. Depósito, RR",aeroporto,aeroporto,SITF,04º06'30''N,060º44'00''W,4.108333333333333,-60.733333333333334,365,15,W,1,1,0,INFERIDA_DESCRICAO,30
SITH,"TURVELÂNDIA / Faz. Itaipu, GO",aeroporto,aeroporto,SITH,17º40'25''S,050º23'17''W,-17.67361111111111,-50.38805555555555,1644,20,W,1,1,0,INFERIDA_DESCRICAO,30
SITI,"PORTO DE MOZ / Madenorte, PA",aeroporto,aeroporto,SITI,02º19'08''S,052º54'52''W,-2.3188888888888886,-52.91444444444444,132,19,W,1,1,0,INFERIDA_DESCRICAO,30
SITJ,"BALSAS / Faz. São Gabriel, MA",aeroporto,aeroporto,SITJ,07º29'26''S,046º08'40''W,-7.490555555555556,-46.144444444444446,998,21,W,1,1,0,INFERIDA_DESCRICAO,30
SITK,"GUARULHOS / HELPN Jomarca, SP",heliponto,heliponto,SITK,23º29'16''S,046º26'18''W,-23.48777777777778,-46.43833333333333,2592,21,W,1,1,0,INFERIDA_DESCRICAO,30
SITL,"TAMBORIL / Faz. Flores, CE",aeroporto,aeroporto,SITL,05º02'57''S,040º14'03''W,-5.049166666666666,-40.23416666666667,1148,22,W,1,1,0,INFERIDA_DESCRICAO,30
SITM,"SÃO PAULO / HELPN Trama, SP",heliponto,heliponto,SITM,23º39'02''S,046º43'35''W,-23.650555555555552,-46.72638888888889,2474,21,W,1,1,0,INFERIDA_DESCRICAO,30
SITN,"CORUMBÁ / Faz. Santo Antônio Diamandoré, MS",aeroporto,aeroporto,SITN,18º14'35''S,057º33'22''W,-18.243055555555557,-57.55611111111111,493,16,W,1,1,0,INFERIDA_DESCRICAO,30
SITO,"ITAITUBA / Muriçoca, PA",aeroporto,aeroporto,SITO,07º09'15''S,056º38'10''W,-7.154166666666667,-56.63611111111111,361,17,W,1,1,0,INFERIDA_DESCRICAO,30
SITP,"IBIÚNA / HELPN Sitio Santa Izabel, SP",heliponto,heliponto,SITP,23º36'08''S,047º16'24''W,-23.602222222222224,-47.27333333333333,2737,21,W,1,1,0,INFERIDA_DESCRICAO,30
SITQ,"SÃO PAULO / HELPN Telesp Celular, SP",heliponto,heliponto,SITQ,23º37'12''S,046º41'55''W,-23.62,-46.698611111111106,2478,21,W,1,1,0,INFERIDA_DESCRICAO,30
SITT,"BALSAS / Faz. Guaíra, MA",aeroporto,aeroporto,SITT,07º05'27''S,045º57'15''W,-7.090833333333333,-45.95416666666667,1900,21,W,1,1,0,INFERIDA_DESCRICAO,30
SITU,"TURVELÂNDIA / Faz. Santa Genoveva, GO",aeroporto,aeroporto,SITU,17º56'24''S,050º20'32''W,-17.94,-50.342222222222226,1526,20,W,1,1,0,INFERIDA_DESCRICAO,30
SITV,"SANTA RITA DO TRIVELATO / Faz. Chapadão, MT",aeroporto,aeroporto,SITV,13º24'39''S,055º40'26''W,-13.410833333333334,-55.67388888888889,1450,18,W,1,1,0,INFERIDA_DESCRICAO,30
SITX,"AQUIDAUANA / Faz. Chapéu de Pano, MS",aeroporto,aeroporto,SITX,19º46'28''S,055º31'18''W,-19.774444444444445,-55.52166666666667,519,17,W,1,1,0,INFERIDA_DESCRICAO,30
SITY,"AQUIDAUANA / Faz. São Geraldo, MS",aeroporto,aeroporto,SITY,19º24'14''S,055º51'46''W,-19.403888888888886,-55.86277777777778,486,17,W,1,1,0,INFERIDA_DESCRICAO,30
SITZ,"MONTE AZUL / Faz. MRV, MG",aeroporto,aeroporto,SITZ,14º55'04''S,043º21'35''W,-14.917777777777777,-43.359722222222224,1713,23,W,1,1,0,INFERIDA_DESCRICAO,30
SIUA,"SANTA RITA DO PARDO / Faz. Barra do Lagoa, MS",aeroporto,aeroporto,SIUA,20º52'22''S,053º12'39''W,-20.872777777777777,-53.21083333333333,1083,18,W,1,1,0,INFERIDA_DESCRICAO,30
SIUB,"SORRISO / Aerojaco, MT",aeroporto,aeroporto,SIUB,13º30'18''S,055º09'03''W,-13.505,-55.15083333333333,1510,18,W,1,1,0,INFERIDA_DESCRICAO,30
SIUC,"ITAITUBA / Selva de Pedra, PA",aeroporto,aeroporto,SIUC,07º13'35''S,056º40'15''W,-7.226388888888889,-56.670833333333334,391,17,W,1,1,0,INFERIDA_DESCRICAO,30
SIUD,"SÃO PAULO / HELPN Montes Horere, SP",heliponto,heliponto,SIUD,23º32'17''S,046º36'32''W,-23.53805555555556,-46.60888888888889,2507,21,W,1,1,0,INFERIDA_DESCRICAO,30
SIUE,"ÁGUAS DE SÃO PEDRO / HELPN Grande Hotel São Pedro, SP",heliponto,heliponto,SIUE,22º35'56''S,047º52'51''W,-22.598888888888887,-47.880833333333335,1611,21,W,1,1,0,INFERIDA_DESCRICAO,30
SIUF,"PEIXOTO DE AZEVEDO / Faz. São Francisco, MT",aeroporto,aeroporto,SIUF,10º09'25''S,053º42'06''W,-10.156944444444445,-53.70166666666667,1231,19,W,1,1,0,INFERIDA_DESCRICAO,30
SIUG,"SANDOVALINA / Faz. Santa Irene, SP",aeroporto,aeroporto,SIUG,22º29'42''S,051º54'34''W,-22.495,-51.909444444444446,1116,19,W,1,1,0,INFERIDA_DESCRICAO,30
SIUH,"ITAÚBA / Faz. Santa Ana, MT",aeroporto,aeroporto,SIUH,11º08'23''S,055º52'47''W,-11.139722222222222,-55.87972222222222,1038,18,W,1,1,0,INFERIDA_DESCRICAO,30
SIUJ,"ITAITUBA / Pista Santa Tereza, PA",aeroporto,aeroporto,SIUJ,05º11'09''S,057º35'04''W,-5.185833333333334,-57.58444444444444,401,17,W,1,1,0,INFERIDA_DESCRICAO,30
SIUK,"JACAREACANGA / Serra Verde, PA",aeroporto,aeroporto,SIUK,06º55'30''S,056º59'29''W,-6.925000000000001,-56.99138888888889,840,17,W,1,1,0,INFERIDA_DESCRICAO,30
SIUL,"SÃO RAIMUNDO DAS MANGABEIRAS / Agroserra, MA",aeroporto,aeroporto,SIUL,06º46'32''S,045º53'30''W,-6.775555555555555,-45.891666666666666,1926,21,W,1,1,0,INFERIDA_DESCRICAO,30
SIUM,"BALSAS / Faz. Planeste, MA",aeroporto,aeroporto,SIUM,08º33'22''S,046º51'00''W,-8.556111111111111,-46.85,1874,21,W,1,1,0,INFERIDA_DESCRICAO,30
SIUN,"SÃO BERNARDO DO CAMPO / HELPN Uniban II, SP",heliponto,heliponto,SIUN,23º38'42''S,046º34'48''W,-23.645,-46.580000000000005,2684,21,W,1,1,0,INFERIDA_DESCRICAO,30
SIUO,"SÃO JOSÉ DO XINGU / Faz. Santa Adélia, MT",aeroporto,aeroporto,SIUO,10º43'19''S,052º17'09''W,-10.721944444444444,-52.28583333333333,1034,20,W,1,1,0,INFERIDA_DESCRICAO,30
SIUQ,"CAMPO GRANDE / Faz. Primavera, MS",aeroporto,aeroporto,SIUQ,20º58'39''S,054º20'03''W,-20.9775,-54.33416666666667,1660,17,W,1,1,0,INFERIDA_DESCRICAO,30
SIUR,"CAMAPUÃ / Faz. Ribeirão, MS",aeroporto,aeroporto,SIUR,19º36'27''S,053º29'59''W,-19.6075,-53.499722222222225,1549,18,W,1,1,0,INFERIDA_DESCRICAO,30
SIUS,"JATEÍ / Faz. Dona Rosa S. Rezek, MS",aeroporto,aeroporto,SIUS,22º42'53''S,054º02'41''W,-22.71472222222222,-54.04472222222222,1241,17,W,1,1,0,INFERIDA_DESCRICAO,30
SIUT,"PRADO / São Paulo do Piaui, BA",aeroporto,aeroporto,SIUT,17º00'46''S,039º10'47''W,-17.012777777777778,-39.17972222222222,82,24,W,1,1,0,INFERIDA_DESCRICAO,30
SIUW,"TRÊS LAGOAS / Candote, MS",aeroporto,aeroporto,SIUW,20º50'42''S,052º17'54''W,-20.845,-52.29833333333333,1093,19,W,1,1,0,INFERIDA_DESCRICAO,30
SIUX,"ITAITUBA / Pista Comunidade São Domingos, PA",aeroporto,aeroporto,SIUX,06º25'20''S,056º03'02''W,-6.4222222222222225,-56.050555555555555,985,18,W,1,1,0,INFERIDA_DESCRICAO,30
SIUY,"NOVO PROGRESSO / Santos Dumont, PA",aeroporto,aeroporto,SIUY,07º00'46''S,055º52'30''W,-7.012777777777778,-55.875,870,18,W,1,1,0,INFERIDA_DESCRICAO,30
SIUZ,"NOVO PROGRESSO / Boa Esperança, PA",aeroporto,aeroporto,SIUZ,07º39'41''S,055º57'37''W,-7.661388888888889,-55.96027777777778,788,18,W,1,1,0,INFERIDA_DESCRICAO,30
SIVA,"PLANALTINA / HELPN Cereal Citrus, DF",heliponto,heliponto,SIVA,15º42'25''S,047º22'10''W,-15.706944444444444,-47.36944444444445,3183,22,W,1,1,0,INFERIDA_DESCRICAO,31
SIVB,"BELO HORIZONTE / HELPN Vide Bula, MG",heliponto,heliponto,SIVB,19º59'06''S,043º57'58''W,-19.985,-43.96611111111111,3228,23,W,1,1,0,INFERIDA_DESCRICAO,31
SIVC,"MUTUNÓPOLIS / Faz. Iporanga, GO",aeroporto,aeroporto,SIVC,13º45'32''S,049º28'38''W,-13.758888888888889,-49.477222222222224,1231,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIVE,"ITAPETININGA / Faz. Royal, SP",aeroporto,aeroporto,SIVE,23º30'25''S,048º00'00''W,-23.506944444444443,-48,2447,20,W,1,1,0,INFERIDA_DESCRICAO,31
SIVG,"SINOP / Clube Aerodesportivo Selva, MT",aeroporto,aeroporto,SIVG,11º52'32''S,055º26'40''W,-11.875555555555556,-55.44444444444444,1280,18,W,1,1,0,INFERIDA_DESCRICAO,31
SIVH,"ORLÂNDIA / HELPN Sitio Santa Chiara, SP",heliponto,heliponto,SIVH,20º42'17''S,047º52'51''W,-20.704722222222223,-47.880833333333335,2300,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIVI,"CAMPINAS / HELPN Monte Sinai, SP",heliponto,heliponto,SIVI,22º54'44''S,047º03'49''W,-22.91222222222222,-47.06361111111111,2405,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIVJ,"JABOTICATUBAS / Cirrus Sociedade Aerodesportiva, MG",aeroporto,aeroporto,SIVJ,19º27'10''S,043º53'59''W,-19.452777777777776,-43.89972222222222,2402,23,W,1,1,0,INFERIDA_DESCRICAO,31
SIVK,"MONTE ALEGRE DE GOIÁS / Crispiano, GO",aeroporto,aeroporto,SIVK,13º13'22''S,046º57'11''W,-13.222777777777777,-46.95305555555556,1657,22,W,1,1,0,INFERIDA_DESCRICAO,31
SIVL,"JUNCO DO SERIDO / Sítio Flor de Lys, PB",aeroporto,aeroporto,SIVL,06º56'43''S,036º40'21''W,-6.945277777777778,-36.6725,1641,22,W,1,1,0,INFERIDA_DESCRICAO,31
SIVM,"RIO DE JANEIRO / HELPN Vista Mar, RJ",heliponto,heliponto,SIVM,22º55'58''S,043º20'24''W,-22.93277777777778,-43.34,264,23,W,1,1,0,INFERIDA_DESCRICAO,31
SIVN,"MONTES CLAROS / Faz. Sansara, MG",aeroporto,aeroporto,SIVN,16º36'00''S,043º46'42''W,-16.6,-43.77833333333333,2149,23,W,1,1,0,INFERIDA_DESCRICAO,31
SIVO,"RIBEIRÃO CASCALHEIRA / Faz. Malu, MT",aeroporto,aeroporto,SIVO,12º26'53''S,051º46'27''W,-12.448055555555555,-51.774166666666666,1378,20,W,1,1,0,INFERIDA_DESCRICAO,31
SIVP,"NOVA CRIXÁS / Faz. Bandeirante, GO",aeroporto,aeroporto,SIVP,14º26'47''S,050º32'10''W,-14.446388888888889,-50.53611111111111,899,20,W,1,1,0,INFERIDA_DESCRICAO,31
SIVQ,"DEODÁPOLIS / Faz. Annalu, MS",aeroporto,aeroporto,SIVQ,22º04'56''S,054º12'04''W,-22.08222222222222,-54.20111111111111,1083,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIVR,"ITAITUBA / Faz. São Raimundo, PA",aeroporto,aeroporto,SIVR,07º37'30''S,056º44'24''W,-7.625000000000001,-56.74,909,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIVS,"VARGEM GRANDE PAULISTA / HELPN Vicente Spisso, SP",heliponto,heliponto,SIVS,23º36'40''S,047º00'02''W,-23.611111111111114,-47.00055555555556,3022,21,W,1,1,0,INFERIDA_DESCRICAO,31
SIVT,"BRUMADINHO / HELPN Fazenda Boa Vitória, MG",heliponto,heliponto,SIVT,20º17'01''S,044º06'52''W,-20.283611111111114,-44.114444444444445,2697,23,W,1,1,0,INFERIDA_DESCRICAO,31
SIVU,"VILA VELHA / João Monteiro, ES",aeroporto,aeroporto,SIVU,20º25'22''S,040º20'00''W,-20.422777777777778,-40.333333333333336,17,24,W,1,1,0,INFERIDA_DESCRICAO,31
SIVV,"BARÃO DE MELGAÇO / Faz. Borereo, MT",aeroporto,aeroporto,SIVV,16º55'39''S,056º13'59''W,-16.927500000000002,-56.23305555555556,489,17,W,1,1,0,INFERIDA_DESCRICAO,31
SIVW,"JACUPIRANGA / Banaer de Jacupiranga, SP",aeroporto,aeroporto,SIVW,24º42'55''S,048º01'35''W,-24.71527777777778,-48.02638888888889,89,20,W,1,1,0,INFERIDA_DESCRICAO,31
